NO_SEQ,NO_ENTRE_1,NOM_PUITS,ANNEE,REGION_GEO,LATITUDE_X,LATITUDE_1,LONGITUDE_,LONGITUDE1,PROFONDEUR,TYPE_PUITS,SYMBOLOGIE,F1,Number,Name,MERN_status,Year_of_drilling,Year_of_suspension,Year_of_abandon,Latitude,Longitude,Administrative_region,Geological_region,Type_of_drill,Deepest_casing_base__m_sol_ou_m,Geology_from_end_of_last_casing,Operator,Type,Plugging_status,Ground_elevation__m_mer_,Depth__m_sol_or_m_KB_,Link_to_inspection_report,Link_to_SIGPEG,ObjectID,geometry
272,A222,"BVI et al., Saint-Wenceslas No 1",1993,(A) Basses-Terres (sols consolid,"46) 10' 56,5""",46.1824,"-72  19' 9,5""",-72.3193,"3454,3 m/KB",Puits d'exploration oWildcato,Ferms d'finitivement,144,A222,"BVI et al., Saint-Wenceslas No 1",Non-Problematic,1993,N.D.,1993,46.18237,-72.31931,Centre-du-Québec,A-Basses-Terres (sols consolidés),Rotary,2500,"Limestone, shale, sandstone, dolomite, granite",Bow Valley Industries Ltd.,Gas,Plugged,91,3454,https://sigpeg.mrn.gouv.qc.ca/rapport/A222_insp_inactif_2019-07-15_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=A222,239,POINT (-72.31929999989507 46.18239999996007)
273,A223,"Intermont, Btcancour No 1",1993,(A) Basses-Terres (sols consolid,"46) 22' 43,5""",46.3788,"-72  24' 7,8""",-72.4022,1001 m/KB,Puits d'exploration oWildcato,Ferms d'finitivement,145,A223,"Intermont, Bécancour No 1",Non-Problematic,1993,N.D.,1993,46.37876,-72.40216,Centre-du-Québec,A-Basses-Terres (sols consolidés),Rotary,150,"Limestone, shale, sandstone, siltstone, dolomite",Intermont,Both,Plugged,8,1001,https://sigpeg.mrn.gouv.qc.ca/rapport/A223_insp_inactif_2019-07-10_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=A223,240,POINT (-72.40219999983009 46.37879999992009)
275,A224,"Intermont, Btcancour No 2",1993,(A) Basses-Terres (sols consolid,"46) 21' 55,7""",46.3655,"-72  24' 28,7""",-72.408,1003 m/KB,Puits d'exploration oWildcato,Ferms d'finitivement,146,A224,"Intermont, Bécancour No 2",Non-Problematic,1993,1998,2007,46.365474,-72.407976,Centre-du-Québec,A-Basses-Terres (sols consolidés),Rotary,152,"Shale, siltstone",Intermont,Gas,Plugged,8,1003,https://sigpeg.mrn.gouv.qc.ca/rapport/A224_insp_inactif_2019-06-27_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=A224,241,POINT (-72.40800000019982 46.36549999992513)
281,A229,"Genoil et al., Saint-Lionard No 1",1996,(A) Basses-Terres (sols consolid1s),"46) 4' 33""",46.0758,"-72  23' 13,9""",-72.3872,4037 m/KB,Puits d'exploration oWildcato,Ferms d'finitivement,26,A229,"Genoil et al., Saint-Léonard No 1",Work/Repairs Needed,1996,N.D.,N.D.,46.07582,-72.38719,Centre-du-Québec,A-Basses-Terres (sols consolidés),Rotary,3494,"Limestone, dolomite, sandstone",Genoil Inc.,Gas,Plugged,72,4037,https://sigpeg.mrn.gouv.qc.ca/rapport/A229_insp_inactif_2019-07-09_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=A229,26,POINT (-72.38719999968021 46.07579999977025)
283,A231,"Junex, Bocancour No 1",2000,(A) Basses-Terres (sols consolid,"46) 21' 59,2""",46.3664,"-72  24' 38,4""",-72.4107,858 m/KB,Puits d'exploration oWildcato,Ferms d'finitivement,147,A231,"Junex, Bécancour No 1",Non-Problematic,2000,N.D.,N.D.,46.3664,-72.4106,Centre-du-Québec,A-Basses-Terres (sols consolidés),Rotary,830,"Limestone, shale",Junex Inc.,Gas,Unplugged,8,858,https://sigpeg.mrn.gouv.qc.ca/rapport/P_A231_inspection_2018-06-05_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=A231,242,POINT (-72.41069999970517 46.36640000006003)
285,A233,"Ditem, Huntingdon No 1",2002,(A) Basses-Terres (sols consolid,"45) 5' 8,8""",45.0858,"-74  15' 40,1""",-74.2611,411 m/KB,Puits d'exploration oWildcato,Ferms d'finitivement,148,A233,"Ditem, Huntingdon No 1",Non-Problematic,2002,N.D.,2003,45.08580778,-74.2611575,Montérégie,A-Basses-Terres (sols consolidés),Core drilling,60.6,"Limestone, shale, sandstone, dolomite",Ditem Explorations Inc.,None,Plugged,101,411,https://sigpeg.mrn.gouv.qc.ca/rapport/P_A233_inspection_2018-10-10_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=A233,243,POINT (-74.26110000006491 45.08579999977024)
286,A234,"Ditem, Dundee No 1",2002,(A) Basses-Terres (sols consolid,"45) 3' 51,9""",45.0644,"-74  26' 1,8""",-74.4338,423 m/KB,Puits d'exploration oWildcato,Ferms d'finitivement,149,A234,"Ditem, Dundee No 1",Non-Problematic,2002,N.D.,2004,45.064414,-74.433826,Montérégie,A-Basses-Terres (sols consolidés),Core drilling,62.4,"Shale, sandstone, dolomite",Ditem Explorations Inc.,Gas,Plugged,49,423,https://sigpeg.mrn.gouv.qc.ca/rapport/A234_insp_inactif_2019-10-23_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=A234,244,POINT (-74.43379999977014 45.0644000003598)
288,A236,"Junex, Bocancour No 2",2002,(A) Basses-Terres (sols consolid,"46) 22' 29,1""",46.3748,"-72  24' 3,9""",-72.4011,921 m/KB,Puits d'exploration oWildcato,Ferms d'finitivement,150,A236,"Junex, Bécancour No 2",Non-Problematic,2002,N.D.,2006,46.37476,-72.40107,Centre-du-Québec,A-Basses-Terres (sols consolidés),Rotary,748.3,"Limestone, shale, sandstone, mudstone, dolomite",Junex Inc.,Gas,Plugged,8,921,https://sigpeg.mrn.gouv.qc.ca/rapport/A236_insp_inactif_2019-07-10_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=A236,245,POINT (-72.40110000036469 46.3747999998202)
296,A245,"Gastem, Dundee No 1",2004,(A) Basses-Terres (sols consolid,"45) 04' 03,1""",45.0675,"-74  26' 16,5""",-74.4379,"374,3 m/KB",Puits d'exploration oWildcato,Ferms d'finitivement,151,A245,"Gastem, Dundee No 1",Non-Problematic,2004,N.D.,2004,45.06753444,-74.43791167,Montérégie,A-Basses-Terres (sols consolidés),Core drilling,85.6,"Sandstone, dolomite",Gastem inc,Gas,Plugged,51,374,https://sigpeg.mrn.gouv.qc.ca/rapport/P_A245_inspection_2018-10-10_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=A245,246,POINT (-74.43789999998495 45.0675000003248)
309,A256,"Gastem Intragaz, Joly No 4",2007,(A) Basses-Terres (sols consolid s),"46) 27' 12,5""",46.4535,"-71  40' 30,5""",-71.6751,1016 m/KB,Puits d'exploration oWildcato,Ferms d'finitivement,152,A256,"Gastem Intragaz, Joly No 4",Non-Problematic,2007,N.D.,2009,46.45346,-71.67513,Chaudière-Appalaches,A-Basses-Terres (sols consolidés),Rotary,1016,N.D.,Gastem inc,Gas,Plugged,121,1016,https://sigpeg.mrn.gouv.qc.ca/rapport/A256_insp_inactif_2019-06-12_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=A256,247,POINT (-71.67509999976517 46.45350000032482)
174,A129,"Laduboro Bald Mountain-Intercity No 1, Pointe-du-Lac",1964,(A) Basses-Terres (sols consolid s),"46) 17' 22,2""",46.2895,"-72  42' 23,2""",-72.7064,2405 pi/KB,Puits d'observation,D'observation,,,,,,,,,,,,,,,,,,,,,,,POINT (-72.70639999956029 46.28949999982518)
175,A130,"Laduboro Verchares Saint-Pierre No 22, Pointe-du-Lac",1964,(A) Basses-Terres (sols consolidNs),"46) 18' 24,5""",46.3068,"-72  41' 58,9""",-72.6997,1585 pi/KB,Puits d'exploration oWildcato,D'observation,,,,,,,,,,,,,,,,,,,,,,,POINT (-72.69969999995499 46.30679999992009)
198,A152,"Shell, Saint-Simon No 1",1968,(A) Basses-Terres (sols consolidNs),"45) 43' 13,9""",45.7205,"-72  48' 7,3""",-72.802,11003 pi/KB,Puits d'exploration oWildcato,Ferms temporairement,,,,,,,,,,,,,,,,,,,,,,,POINT (-72.80199999970017 45.7204999997752)
205,A158,Husky Bruynres No 1,1971,(A) Basses-Terres (sols consolid,"46) 19' 28,5""",46.3246,"-72  29' 46,5""",-72.4963,4561 pi/KB,Puits d'exploration oWildcato,Ferms temporairement,,,,,,,,,,,,,,,,,,,,,,,POINT (-72.49630000004493 46.32459999969029)
212,A164,"Shell, Saint-Flavien No 1",1972,(A) Basses-Terres (sols consolidNs),"46) 30' 38,3""",46.5106,"-71  34' 6,1""",-71.5684,7816 pi/KB,Puits d'exploration oWildcato,Production (Injection/soutirage),,,,,,,,,,,,,,,,,,,,,,,POINT (-71.5684000003597 46.51060000028986)
225,A178,"SOQUIP et al., Saint-Flavien No 3",1976,(A) Basses-Terres (sols consolid3s),"46) 30' 21,5""",46.506,"-71  34' 56,2""",-71.5823,5905 pi/KB,Puits d'injection/soutirage,Production (Injection/soutirage),,,,,,,,,,,,,,,,,,,,,,,POINT (-71.58230000014487 46.50600000039975)
244,A196,"SOQUIP Pftrofina, Btcancour No 1",1980,(A) Basses-Terres (sols consolid,"46) 21' 59,9""",46.3666,"-72  24' 39,6""",-72.411,1370 m/KB,Puits d'exploration oWildcato,Ferms temporairement,,,,,,,,,,,,,,,,,,,,,,,POINT (-72.41100000004991 46.36660000028985)
247,A198,"SOQUIP Pftrofina, Btcancour No 2",1981,(A) Basses-Terres (sols consolid,"46) 23' 23""",46.3897,"-72  23' 17.3""",-72.3881,1265 m/KB,Puits d'exploration oWildcato,Ferms temporairement,,,,,,,,,,,,,,,,,,,,,,,POINT (-72.3880999998151 46.38969999985517)
249,A200,"SOQUIP, Saint-Flavien No 7",1984,(A) Basses-Terres (sols consolid,"46) 30' 28,1""",46.5078,"-71  34' 36,9""",-71.5769,1785 m/KB,Puits d'exploration oWildcato,D'observation,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.57690000023479 46.50779999977021)
252,A202,"SOQUIP Lemaire et al., Joly No 3",1985,(A) Basses-Terres (sols consolid,"46) 28' 49,8""",46.4805,"-71  37' 38""",-71.6272,1329 m/KB,Puits d'exploration oWildcato,Ferms temporairement,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.62719999958028 46.48049999987512)
265,A215,"SOQUIP et al., Saint-Flavien No 8",1991,(A) Basses-Terres (sols consolid8s),"46) 30' 20,4""",46.5057,"-71  34' 55,7""",-71.5821,1717 m/KB,Puits d'observation,D'observation,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.58209999991504 46.50570000005501)
271,A221,"SOQUIP et al., Saint-Flavien No 9",1993,(A) Basses-Terres (sols consolid9s),"46) 30' 15,6""",46.5043,"-71  35' 6,3""",-71.5851,1745 m/KB,Puits d'injection/soutirage,Production (Injection/soutirage),,,,,,,,,,,,,,,,,,,,,,,POINT (-71.58509999976513 46.50430000024488)
277,A225,"SOQUIP et al., Saint-Flavien No 10",1994,(A) Basses-Terres (sols consolid1s),"46) 30' 21,6""",46.506,"-71  34' 53,6""",-71.5816,1822 m/KB,Puits d'injection/soutirage,Production (Injection/soutirage),,,,,,,,,,,,,,,,,,,,,,,POINT (-71.5816000002398 46.50600000039975)
278,A226,"SOQUIP et al., Saint-Flavien No 11",1994,(A) Basses-Terres (sols consolid1s),"46) 30' 34,1""",46.5095,"-71  35' 11,2""",-71.5864,1628 m/KB,Puits d'observation,D'observation,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.58640000035967 46.50949999992508)
279,A227,"SOQUIP et al., Saint-Flavien No 12",1995,(A) Basses-Terres (sols consolid1s),"46) 30' 22,2""",46.5062,"-71  34' 50,5""",-71.5807,1805 m/KB,Puits d'injection/soutirage,Production (Injection/soutirage),,,,,,,,,,,,,,,,,,,,,,,POINT (-71.58070000010486 46.50619999973026)
280,A228,"SOQUIP et al., Saint-Flavien No 13",1995,(A) Basses-Terres (sols consolid1s),"46) 30' 44,2""",46.5123,"-71  34' 4,2""",-71.5678,1860 m/KB,Puits d'injection/soutirage,D'observation,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.56779999967023 46.51230000044472)
282,A230,"Intragaz, Saint-Flavien HZ No 14",2000,(A) Basses-Terres (sols consolid,"46) 30' 4,3""",46.5012,"-71  34' 51,4""",-71.5809,2414 m/KB,Puits d'injection/soutirage,Production (Injection/soutirage),,,,,,,,,,,,,,,,,,,,,,,POINT (-71.58090000033474 46.50120000027982)
284,A232,"Intragaz, Saint-Flavien HZ No 15",2002,(A) Basses-Terres (sols consolid,"46) 30' 19,7""",46.5055,"-71  34' 49,1""",-71.5803,2622 m/KB,Puits d'injection/soutirage,Production (Injection/soutirage),,,,,,,,,,,,,,,,,,,,,,,POINT (-71.58029999964521 46.50549999982519)
287,A235,"Intragaz, Saint-Flavien HZ No 16",2002,(A) Basses-Terres (sols consolid,"46) 30' 34,7""",46.5096,"-71  33' 42,6""",-71.5618,2522 m/KB,Puits d'injection/soutirage,Production (Injection/soutirage),,,,,,,,,,,,,,,,,,,,,,,POINT (-71.56179999996999 46.50960000004)
289,A237,"Intragaz, Saint-Flavien HZ No 17",2002,(A) Basses-Terres (sols consolid,"46) 30' 30,0""",46.5083,"-71  33' 29,5""",-71.5582,2595 m/KB,Puits d'injection/soutirage,Production (Injection/soutirage),,,,,,,,,,,,,,,,,,,,,,,POINT (-71.55820000032969 46.50830000034478)
290,A238,"Junex, Batiscan No 1",2003,(A) Basses-Terres (sols consolid,"46) 29' ,1""",46.4834,"-72  16' 42""",-72.2783,888 m/KB,Puits d'exploration oWildcato,Ferms temporairement,,,,,,,,,,,,,,,,,,,,,,,POINT (-72.27830000044463 46.48339999961036)
291,A239,"Junex, Bmcancour No 3",2003,(A) Basses-Terres (sols consolid,"46) 22' 48,1""",46.38,"-72  24' 35,7""",-72.4099,936 m/KB,Puits d'exploration oWildcato,Ferms temporairement,,,,,,,,,,,,,,,,,,,,,,,POINT (-72.40989999968519 46.38000000039978)
292,A240,"Intragaz, Saint-Flavien HZ No 18",2003,(A) Basses-Terres (sols consolid,"46) 30' 31,6""",46.5088,"-71  33' 13,2""",-71.5537,3041 m/KB,Puits d'injection/soutirage,Production (Injection/soutirage),,,,,,,,,,,,,,,,,,,,,,,POINT (-71.55369999965524 46.50880000002002)
293,A241,"Junex, Bocancour No 4",2003,(A) Basses-Terres (sols consolid,"46) 22' 39""",46.3775,"-72  24' 56,2""",-72.4156,1054 m/KB,Puits de d6veloppement,Ferms temporairement,,,,,,,,,,,,,,,,,,,,,,,POINT (-72.41559999994001 46.37750000022487)
294,A242,"Junex, Bmcancour No 5",2003,(A) Basses-Terres (sols consolid,"46) 23' 16,6""",46.3879,"-72  23' 34,8""",-72.393,"981,36 m/KB",Puits d'exploration oWildcato,Ferms temporairement,,,,,,,,,,,,,,,,,,,,,,,POINT (-72.39300000004994 46.38789999958539)
295,A243,"Intragaz, Saint-Flavien HZ No 19",2004,(A) Basses-Terres (sols consolid,"46) 30' 19,3""",46.5054,"-71  34' 26,9""",-71.5741,3047 m/KB,Puits d'injection/soutirage,Production (Injection/soutirage),,,,,,,,,,,,,,,,,,,,,,,POINT (-71.5740999997152 46.50539999971028)
298,A246,"Junex, Bfcancour No 6",2004,(A) Basses-Terres (sols consolid,"46) 23' 28,1""",46.3911,"-72  23' 7""",-72.3853,999 m/KB,Puits d'exploration oWildcato,Ferms temporairement,,,,,,,,,,,,,,,,,,,,,,,POINT (-72.38530000019483 46.3910999996653)
299,A247,"Junex, Bmcancour No 7",2004,(A) Basses-Terres (sols consolid,"46) 21' 18,9""",46.3553,"-72  25' 32,9""",-72.4258,1064 m/KB,Puits d'exploration oWildcato,Ferms temporairement,,,,,,,,,,,,,,,,,,,,,,,POINT (-72.42579999996997 46.35529999989512)
300,A248,"Talisman Energy, Saint-Frantois-du-Lac No 1",2006,(A) Basses-Terres (sols consolidds),"46) 5' 29,2""",46.0914,"-72  52' 54,1""",-72.8817,1294 m/KB,Puits d'exploration oWildcato,Ferms temporairement,,,,,,,,,,,,,,,,,,,,,,,POINT (-72.88169999955528 46.09139999971029)
301,A250,"Junex, Bmcancour No 8",2006,(A) Basses-Terres (sols consolidds),"46) 21' 43,7""",46.3621,"-72  25' 39,4""",-72.4276,1048 m/KB,Puits d'exploration oWildcato,Ferms temporairement,,,,,,,,,,,,,,,,,,,,,,,POINT (-72.42760000023981 46.36209999961534)
303,A251,"Junex, Champlain No 1",2006,(A) Basses-Terres (sols consolidds),"46) 24' 55.8""",46.4155,"-72  24' 7.4""",-72.4021,750 m/KB,Puits d'exploration oWildcato,Ferms temporairement,,,,,,,,,,,,,,,,,,,,,,,POINT (-72.40209999971518 46.41549999982516)
304,A252,"Talisman Energy, Gentilly No 1",2006,(A) Basses-Terres (sols consolidds),"46) 23' 40,9""",46.3947,"-72  10' 44,8""",-72.1791,2612 m/KB,Puits d'exploration oWildcato,Ferms temporairement,,,,,,,,,,,,,,,,,,,,,,,POINT (-72.17909999976513 46.39470000020492)
305,A253,"Gastem et al., Saint-Francois-du-Lac No 1",2007,(A) Basses-Terres (sols consolid-s),"46) 2' 28,2""",46.0412,"-72  47' 3,5""",-72.7843,1700 m/KB,Puits d'exploration oWildcato,Ferms temporairement,,,,,,,,,,,,,,,,,,,,,,,POINT (-72.78430000004494 46.04119999958039)
307,A254,"Gastem, Saint-Louis-de-Richelieu HZ No 1",2007,(A) Basses-Terres (sols consolid s),"45) 51' 07,3""",45.852,"-72  58' 21,9""",-72.9728,1760 m/KB,Puits d'exploration oWildcato,Ferms temporairement,,,,,,,,,,,,,,,,,,,,,,,POINT (-72.97279999992003 45.85199999980023)
308,A255,"Junex, Champlain No 2",2007,(A) Basses-Terres (sols consolid s),"46) 25' 37,1""",46.427,"-72  25' 33,8""",-72.4261,930 m/KB,Puits d'exploration oWildcato,Ferms temporairement,,,,,,,,,,,,,,,,,,,,,,,POINT (-72.4261000003147 46.42700000044971)
310,A257,"Junex, Saint-Augustin-de-Desmaures No 1",2008,(A) Basses-Terres (sols consolides),"46) 45' 26,3""",46.7573,"-71  27' 58,1""",-71.4661,837 m/KB,Puits d'exploration oWildcato,Ferms temporairement,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.4660999997152 46.75729999959538)
311,A258,"Junex, Saint-Antoine-sur-Richelieu No 1",2008,(A) Basses-Terres (sols consolides),"45) 46' 38,6""",45.7774,"-73  13' 15""",-73.2208,1475 m/KB,Puits d'exploration oWildcato,Ferms temporairement,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.22079999982009 45.77740000040973)
312,A259,"Talisman Energy, Saint-David No 1",2008,(A) Basses-Terres (sols consolid1s),"45) 57' 5,1""",45.9514,"-72  50' 30,2""",-72.8417,1995 m/KB,Puits d'exploration oWildcato,Ferms temporairement,,,,,,,,,,,,,,,,,,,,,,,POINT (-72.84170000035471 45.95139999981018)
313,A260,"Canadian Forest Oil, Saint-Frandois-du-Lac HZ No 1",2008,(A) Basses-Terres (sols consolidos),"46) 2' 27,7""",46.041,"-72  47' 4,1""",-72.7845,2150 m/KB,Puits d'exploration oWildcato,Ferms temporairement,,,,,,,,,,,,,,,,,,,,,,,POINT (-72.78450000027476 46.04100000024988)
314,A261,"Talisman Energy, La Visitation No 1",2008,(A) Basses-Terres (sols consolidos),"46) 5' 46""",46.0961,"-72  32' 25,4""",-72.5404,2770 m/KB,Puits d'exploration oWildcato,Ferms temporairement,,,,,,,,,,,,,,,,,,,,,,,POINT (-72.54040000035968 46.09609999971525)
322,A271,"Canbriam, Farnham No 1",2009,(A) Basses-Terres (sols consolidos),"45) 16' 20,8""",45.2724,"-73  0' 22,1""",-73.0061,2507 m/KB,Puits d'exploration oWildcato,Ferms d'finitivement,153,A271,"Canbriam, Farnham No 1",Non-Problematic,2009,2009,2015,45.27245,-73.00613,Montérégie,A-Basses-Terres (sols consolidés),Rotary,1795,"Limestone, shale, siltstone",Canbriam Energy Inc.,None,Unplugged,54,2507,https://sigpeg.mrn.gouv.qc.ca/rapport/A271_insp_inactif_2019-04-23_Publiquee.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=A271,248,POINT (-73.00610000041468 45.27240000015991)
328,A278,"Junex, Wotton No 1",2009,(A) Basses-Terres (sols consolid2s),"45) 44' 20,7""",45.7391,"-71  48' 4,9""",-71.8014,510 m/KB,Puits d'exploration oWildcato,Ferms d'finitivement,154,A278,"Junex, Wotton No 1",Non-Problematic,2009,N.D.,2010,45.73911278,-71.80144528,Estrie,A-Basses-Terres (sols consolidés),Rotary,268.6,N.D.,Junex Inc.,None,Plugged,263,510,https://sigpeg.mrn.gouv.qc.ca/rapport/P_A278_inspection_2018-10-29_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=A278,249,POINT (-71.80140000010988 45.73909999956538)
336,A287,"Gastem, Saint-Janvier-de-Joly No. 5",0,(A) Basses-Terres (sols consolid.s),"46) 29' 22,4""",46.4896,"-71  38' 21,4""",-71.6393,0 pi/---,Puits d'exploration oWildcato,Ferms d'finitivement,155,A287,"Gastem, Saint-Janvier-de-Joly",Non-Problematic,,N.D.,N.D.,46.48955,-71.63929,Chaudière-Appalaches,A-Basses-Terres (sols consolidés),Rotary,N.D.,N.D.,Gastem inc,None,Unplugged,,0,https://sigpeg.mrn.gouv.qc.ca/rapport/A287_insp_inactif_2019-06-12_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=A287,250,POINT (-71.63929999999499 46.48960000043974)
337,BZ01,GZo Demers Forage Trois-Riviores No D-01,0,(B) Basses-Terres (sols non consolidDs),"46) 18' 40""",46.3111,"-72  34' 1,5""",-72.5671,65 pi/sol,Sondage stratigraphique,Statut inconnu,302,BZ01,Géo Demers Forage Trois-Rivières No D-01,Non-Problematic,,N.D.,N.D.,46.311111,-72.567083,Mauricie,B-Basses-Terres (sols non consolidés),N.D.,N.D.,N.D.,N.D.,None,Unplugged,,19.812,https://sigpeg.mrn.gouv.qc.ca/rapport/BZ01_insp_inactif_2019-10-07_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=BZ01,397,POINT (-72.5670999995653 46.31110000036477)
338,BZ02,GZo Demers Forage Trois-Rivicres No D-02,0,(B) Basses-Terres (sols non consolidDs),"46) 18' 40,3""",46.3112,"-72  34' 1,3""",-72.567,49 pi/sol,Sondage stratigraphique,Statut inconnu,303,BZ02,Géo Demers Forage Trois-Rivières No D-02,Non-Problematic,,N.D.,N.D.,46.311194,-72.567028,Mauricie,B-Basses-Terres (sols non consolidés),N.D.,N.D.,N.D.,N.D.,None,Unplugged,,14.9352,https://sigpeg.mrn.gouv.qc.ca/rapport/BZ02_insp_inactif_2019-10-08_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=BZ02,398,POINT (-72.56700000034971 46.31119999958037)
339,BZ03,GZo Demers Forage Trois-Rivicres No D-03,0,(B) Basses-Terres (sols non consolidDs),"46) 18' 40,2""",46.3112,"-72  34' 1,2""",-72.567,41 pi/sol,Sondage stratigraphique,Statut inconnu,304,BZ03,Géo Demers Forage Trois-Rivières No D-03,Non-Problematic,,N.D.,N.D.,46.311167,-72.567,Mauricie,B-Basses-Terres (sols non consolidés),N.D.,N.D.,N.D.,N.D.,None,Unplugged,,12.4968,https://sigpeg.mrn.gouv.qc.ca/rapport/BZ03_insp_inactif_2019-10-08_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=BZ03,399,POINT (-72.56700000034971 46.31119999958037)
340,BZ04,GZo Demers Forage Trois-Rivicres No D-04,0,(B) Basses-Terres (sols non consolidDs),"46) 18' 40""",46.3111,"-72  34' 1,7""",-72.5671,36 pi/sol,Sondage stratigraphique,Statut inconnu,305,BZ04,Géo Demers Forage Trois-Rivières No D-04,Non-Problematic,,N.D.,N.D.,46.311111,-72.567139,Mauricie,B-Basses-Terres (sols non consolidés),N.D.,N.D.,N.D.,N.D.,None,Unplugged,,10.9728,https://sigpeg.mrn.gouv.qc.ca/rapport/BZ04_insp_inactif_2019-10-08_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=BZ04,400,POINT (-72.5670999995653 46.31110000036477)
341,BZ05,GZo Demers Forage Trois-Rivicres No 5,0,(B) Basses-Terres (sols non consolid5s),"46) 18' 39,9""",46.3111,"-72  34' 1,7""",-72.5671,320 pi/sol,Sondage stratigraphique,Statut inconnu,306,BZ05,Géo Demers Forage Trois-Rivières No 5,Non-Problematic,,N.D.,N.D.,46.311083,-72.567139,Mauricie,B-Basses-Terres (sols non consolidés),N.D.,N.D.,N.D.,N.D.,None,Unplugged,,97.536,https://sigpeg.mrn.gouv.qc.ca/rapport/BZ05_insp_inactif_2019-10-08_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=BZ05,401,POINT (-72.5670999995653 46.31110000036477)
342,BZ06,GZo Demers Forage Trois-Rivicres No 12,0,(B) Basses-Terres (sols non consolid1s),"46) 23' 00,1""",46.3834,"-72  31' 58,4""",-72.5329,260 pi/sol,Sondage stratigraphique,Statut inconnu,155,BZ06,Géo Demers Forage Trois-Rivières No 12,Non-Locatable,,N.D.,N.D.,46.383361,-72.532889,Mauricie,B-Basses-Terres (sols non consolidés),N.D.,N.D.,N.D.,N.D.,None,Unplugged,,79.248,https://sigpeg.mrn.gouv.qc.ca/rapport/BZ06_insp_inactif_2019-10-08_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=BZ06,721,POINT (-72.53289999983508 46.38339999981019)
